"customer_id","first_name","last_name","gender","phone_number","email","address","city","state","zipcode","county","dob","is_active","loyalty_member","date_created","date_inactive","date_updated"
"268","Barbara","Clark","F","480-555-9715","barbaraclark491@notinbox.net","26074 Birch St","Raleigh","NC","27614","Wake","1977-07-25","1","0","2020-10-16 00:00:00",\N,"2026-04-21 16:33:26"
"269","Joseph","Smith","M","473-555-6860","josephsmith40@nachomail.net","36226 Chestnut St","Sanford","NC","27330","Lee","1996-05-18","1","0","2023-01-16 00:00:00",\N,"2026-04-21 16:32:41"
"270","John","Lopez","M","377-555-2484","lopezjohn128@fakeinbox.net","10227 Shady Ln","Durham","NC","27701","Durham","1997-06-25","1","1","2019-04-18 00:00:00",\N,"2026-04-21 16:32:41"
"271","Robert","Thomas","M","352-555-1343","robertthomas966@fakemail.com","36280 Magnolia Rd","Garner","NC","27529","Wake","1985-11-03","0","1","2021-05-06 00:00:00","2023-01-05 00:00:00","2026-04-21 16:32:41"
"272","Jessica","Martin","F","498-555-9814","jessicamartin780@nachomail.net","58747 Oak St","Lillington","NC","27546","Harnett","1959-07-09","1","0","2023-01-01 00:00:00",\N,"2026-04-21 16:33:26"
"273","William","Smith","M","396-555-2394","wsmith91@offlinemail.com","84622 State St","Raleigh","NC","27604","Wake","1999-08-28","1","0","2020-01-27 00:00:00",\N,"2026-04-21 16:33:50"
"274","Mary","Bell","F","327-555-5822","marybell829@fakemail.com","85724 Jefferson St","Morrisville","NC","27560","Wake","1989-05-12","0","1","2020-08-28 00:00:00","2023-07-28 00:00:00","2026-04-21 16:33:26"
"275","Sarah","White","F","255-555-3341","white839@notinbox.net","2322 Elm St","Raleigh","NC","27616","Wake","1944-03-11","0","0","2020-03-31 00:00:00","2023-09-19 00:00:00","2026-04-21 16:33:26"
"276","Liam","Allen","M","304-555-5080","liama676@nachomail.net","32209 Lakeview Dr","Erwin","NC","28339","Harnett","1968-09-09","1","0","2023-11-09 00:00:00",\N,"2026-04-21 16:32:41"
"277","Patricia","Lopez","F","314-555-3277","patricial46@offlinemail.com","46468 Shady Ln","Raleigh","NC","27607","Wake","1969-12-21","1","0","2021-10-15 00:00:00",\N,"2026-04-21 16:33:26"
"278","Patricia","Lee","F","324-555-8472","lee467@fakeinbox.net","53991 Dogwood St","Raleigh","NC","27604","Wake","1985-08-04","1","0","2025-08-23 00:00:00",\N,"2026-04-21 16:33:26"
"279","Charlotte","Adams","F","415-555-8778","charlotteadams537@offlinemail.com","77240 Walnut Ave","Raleigh","NC","27615","Wake","1968-01-26","1","0","2022-01-13 00:00:00",\N,"2026-04-21 16:33:26"
"280","Charles","Green","M","236-555-9622","cgreen999@fakeinbox.net","67328 Maple Ave","Clayton","NC","27520","Johnston","1992-05-05","1","0","2021-07-06 00:00:00",\N,"2026-04-21 16:32:41"
"281","Jason","Lopez","M","234-555-7953","jasonl140@notinbox.net","22235 Spruce Ln","Broadway","NC","27505","Harnett","1958-03-05","1","1","2022-06-14 00:00:00",\N,"2026-04-21 16:32:41"
"282","Nancy","Davis","F","271-555-9495","nancydavis963@nachomail.net","18176 Cardinal Ave","Erwin","NC","28339","Harnett","1953-06-20","1","1","2021-06-10 00:00:00",\N,"2026-04-21 16:33:26"
"283","William","Moore","M","460-555-8530","williammoore211@nachomail.net","73889 Church St","Dunn","NC","28334","Harnett","1942-09-01","0","1","2020-04-04 00:00:00","2022-03-09 00:00:00","2026-04-21 16:33:50"
"284","Richard","Garcia","M","375-555-6575","rgarcia533@offlinemail.com","38630 Park St","Clayton","NC","27520","Johnston","1977-12-17","1","1","2020-12-16 00:00:00",\N,"2026-04-21 16:32:41"
"285","William","Baker","M","394-555-9991","williamb86@nachomail.net","66284 Cardinal Ave","Raleigh","NC","27615","Wake","2005-08-17","1","1","2023-03-22 00:00:00",\N,"2026-04-21 16:33:50"
"286","Christopher","Allen","M","384-555-8083","allenchristopher992@fakemail.com","35209 Spruce Ln","Raleigh","NC","27614","Wake","1981-08-07","0","1","2021-07-18 00:00:00","2025-09-12 00:00:00","2026-04-21 16:32:41"
"287","Jennifer","White","F","380-555-4671","jwhite614@fakemail.com","15379 Main St","Apex","NC","27502","Wake","1941-08-03","0","0","2020-09-04 00:00:00","2023-01-13 00:00:00","2026-04-21 16:33:26"
"288","Joseph","Moore","M","247-555-2269","josephmoore516@offlinemail.com","85353 Shady Ln","Sanford","NC","27330","Lee","1980-01-11","1","1","2021-06-26 00:00:00",\N,"2026-04-21 16:32:41"
"289","Barbara","Green","F","307-555-2009","barbarag664@nachomail.net","30624 Washington St","Raleigh","NC","27607","Wake","1945-06-19","1","1","2022-11-20 00:00:00",\N,"2026-04-21 16:33:26"
"290","Charles","Kelly","M","436-555-6929","ckelly45@fakemail.com","20471 Magnolia Rd","Raleigh","NC","27614","Wake","1997-07-05","0","1","2019-09-30 00:00:00","2022-10-31 00:00:00","2026-04-21 16:32:41"
"291","John","Wilson","M","274-555-5067","johnwilson257@offlinemail.com","33851 Church St","Raleigh","NC","27606","Wake","1946-01-06","1","1","2023-08-12 00:00:00",\N,"2026-04-21 16:32:41"
"292","Luna","Cooper","F","372-555-2311","cooper780@nachomail.net","89796 Shady Ln","Cary","NC","27511","Wake","1983-03-29","1","1","2020-08-28 00:00:00",\N,"2026-04-21 16:33:26"
"293","Stephanie","Rodriguez","F","260-555-3387","rodriguez464@notinbox.net","71402 Pine St","Dunn","NC","28334","Harnett","1977-01-18","1","1","2020-09-20 00:00:00",\N,"2026-04-21 16:33:26"
"294","Susan","Lee","F","355-555-8634","lee99@offlinemail.com","19212 Chestnut St","Raleigh","NC","27616","Wake","2002-08-07","1","1","2022-08-17 00:00:00",\N,"2026-04-21 16:33:26"
"295","William","White","M","301-555-7686","william318@fakemail.com","20144 Shady Ln","Erwin","NC","28339","Harnett","1956-10-26","1","1","2024-09-12 00:00:00",\N,"2026-04-21 16:33:50"
"296","Daniel","Moore","M","273-555-7982","danielmoore949@offlinemail.com","2416 Spruce Ln","Sanford","NC","27330","Lee","1949-10-21","1","1","2022-01-26 00:00:00",\N,"2026-04-21 16:32:41"
"297","Christopher","Moore","M","363-555-4815","moorechristopher897@notinbox.net","26764 State St","Morrisville","NC","27560","Wake","1971-09-02","1","0","2024-07-11 00:00:00",\N,"2026-04-21 16:32:41"
"298","Michael","Lee","M","492-555-9089","leemichael658@offlinemail.com","90530 Shady Ln","Garner","NC","27529","Wake","1976-11-30","1","0","2022-11-17 00:00:00",\N,"2026-04-21 16:32:41"
"299","Thomas","Allen","M","355-555-9150","allenthomas667@notinbox.net","85024 Lincoln Ave","Apex","NC","27502","Wake","1989-11-21","1","1","2021-10-19 00:00:00",\N,"2026-04-21 16:32:41"
"300","Elizabeth","Martin","F","331-555-4812","martinelizabeth431@nachomail.net","33135 Spruce Ln","Broadway","NC","27505","Harnett","1977-08-14","1","1","2021-05-12 00:00:00",\N,"2026-04-21 16:33:26"
